epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.24952198565006256,0.4994533061981201,1.9999999494757503e-05,2.0818467140197754,0.24756406247615814,0.16395793855190277,0.2349570244550705,0.5066313147544861,1.486374020576477,0.0,0.0
1,0.23733270168304443,0.4924924373626709,1.9999999494757503e-05,2.0354621410369873,0.24399399757385254,0.15535372495651245,0.26456543803215027,0.5113792419433594,1.511226773262024,0.0,0.0
2,0.257170170545578,0.5144029259681702,1.9999999494757503e-05,1.9480621814727783,0.2590315043926239,0.16108986735343933,0.26743075251579285,0.5186125040054321,1.432909369468689,0.0,0.0
3,0.254780113697052,0.5002210736274719,1.9999999494757503e-05,1.951232671737671,0.2558777332305908,0.156070739030838,0.2884431779384613,0.53619384765625,1.3908843994140625,0.0,0.0
4,0.247609943151474,0.5011868476867676,1.9999999494757503e-05,1.9449959993362427,0.24582338333129883,0.147705540060997,0.2884431779384613,0.5455703735351562,1.4039523601531982,0.0,0.0
5,0.2509560286998749,0.507003664970398,1.9999999494757503e-05,1.8881685733795166,0.25279271602630615,0.14603251218795776,0.2798471748828888,0.5286818742752075,1.4010295867919922,0.0,0.0
6,0.24115678668022156,0.5035076141357422,1.9999999494757503e-05,1.904776692390442,0.24569319188594818,0.14316444098949432,0.3018147051334381,0.5467380285263062,1.4013158082962036,0.0,0.0
7,0.24617591500282288,0.4923222064971924,1.9999999494757503e-05,1.8890684843063354,0.24788494408130646,0.14005735516548157,0.3018147051334381,0.5404828786849976,1.3928217887878418,0.0,0.0
8,0.24952198565006256,0.5023172497749329,1.9999999494757503e-05,1.8483288288116455,0.2512953281402588,0.13910134136676788,0.2101241648197174,0.49465349316596985,1.4434720277786255,0.0,0.0
9,0.244024857878685,0.49474942684173584,3.999999989900971e-06,1.8687494993209839,0.24850299954414368,0.13886232674121857,0.24641834199428558,0.5044047236442566,1.412049412727356,0.0,0.0
10,0.24259081482887268,0.49410927295684814,3.999999989900971e-06,1.8713252544403076,0.2324966937303543,0.126195028424263,0.2282712459564209,0.5131968259811401,1.4135656356811523,0.0,0.0
11,0.2535851001739502,0.5045620203018188,3.999999989900971e-06,1.8332668542861938,0.2565006613731384,0.13910134136676788,0.21776504814624786,0.49795734882354736,1.4194576740264893,0.0,0.0
12,0.24713192880153656,0.5009406208992004,3.999999989900971e-06,1.8410985469818115,0.24430549144744873,0.13073614239692688,0.2779369652271271,0.5215158462524414,1.4138848781585693,0.0,0.0
13,0.24354684352874756,0.4976747930049896,3.999999989900971e-06,1.8534069061279297,0.23696042597293854,0.12595602869987488,0.26456543803215027,0.5157960653305054,1.4147697687149048,0.0,0.0
14,0.25310707092285156,0.5018062591552734,8.000000093488779e-07,1.8405416011810303,0.2441546767950058,0.129780113697052,0.21107926964759827,0.49799948930740356,1.4184192419052124,0.0,0.0
15,0.2559751570224762,0.5022608041763306,8.000000093488779e-07,1.8200764656066895,0.2512120008468628,0.13623327016830444,0.21776504814624786,0.501573920249939,1.418055772781372,0.0,0.0
16,0.25,0.4993762969970703,8.000000093488779e-07,1.8395289182662964,0.24521584808826447,0.13169215619564056,0.23304679989814758,0.5055698156356812,1.4174954891204834,0.0,0.0
17,0.24689292907714844,0.5022382736206055,8.000000093488779e-07,1.8397480249404907,0.24326710402965546,0.13169215619564056,0.2511938810348511,0.5107972621917725,1.418439507484436,0.0,0.0
18,0.24665391445159912,0.4949494004249573,8.000000093488779e-07,1.8421589136123657,0.2518181800842285,0.13240918517112732,0.2215854823589325,0.5008842945098877,1.4164146184921265,0.0,0.0
19,0.23733270168304443,0.4927881956100464,4.999999987376214e-07,1.846011996269226,0.23604758083820343,0.12332695722579956,0.2282712459564209,0.5023418664932251,1.4215595722198486,0.0,0.0
20,0.2593212127685547,0.5085921883583069,4.999999987376214e-07,1.7973753213882446,0.260553777217865,0.13718929886817932,0.22922636568546295,0.5065840482711792,1.4106028079986572,0.0,0.0
21,0.24976100027561188,0.5003896951675415,4.999999987376214e-07,1.832119107246399,0.2555350661277771,0.13240918517112732,0.21203438937664032,0.4975789189338684,1.42042875289917,0.0,0.0
22,0.24832695722579956,0.503230094909668,4.999999987376214e-07,1.8238368034362793,0.25148335099220276,0.13169215619564056,0.22540591657161713,0.5033984184265137,1.416952133178711,0.0,0.0
23,0.25525811314582825,0.5000231266021729,4.999999987376214e-07,1.832241177558899,0.24889086186885834,0.13408221304416656,0.263610303401947,0.5169163346290588,1.4180344343185425,0.0,0.0
